num,lib name,part,desc
1,7seg(LED).SchLib,7SEG_2DIGIT_CC_RED_0.3INCH_10,"7SEGMENT, 2DIGIT, common cathode"
2,7seg(LED).SchLib,7SEG_2DIGIT_CA_GRN_0.3INCH_10,"7SEGMENT, 2DIGIT, common cathode"
3,7seg(LED).SchLib,7SEG_2DIGIT_CC_RED_0.56inch,"7SEGMENT, 2DIGIT, common cathode"
4,7seg(LED).SchLib,7SEG_2DIGIT_CC_GRN_0.56inch,"7SEGMENT, 2DIGIT, common cathode"
5,7seg(LED).SchLib,7SEG_2DIGIT_CA_RED_0.56inch,"7SEGMENT, 2DIGIT, common Anode"
6,7seg(LED).SchLib,7SEG_2DIGIT_CA_GRN_0.56inch,"7SEGMENT, 2DIGIT, common Anode"
7,7seg(LED).SchLib,7SEG_2DIGIT_CC_RED_0.2INCH,"7SEGMENT, 2DIGIT, common cathode"
8,7seg(LED).SchLib,7SEG_2DIGIT_CC_GRN_0.2INCH,"7SEGMENT, 2DIGIT, common cathode"
9,7seg(LED).SchLib,7SEG_2DIGIT_CA_YLW_0.3INCH,"7SEGMENT, 2DIGIT, common Anode"
10,7seg(LED).SchLib,7SEG_2DIGIT_CA_RED_0.3INCH,"7SEGMENT, 2DIGIT, common Anode"
11,7seg(LED).SchLib,7SEG_2DIGIT_CA_RED_0.2INCH,"7SEGMENT, 2DIGIT, common cathode"
12,7seg(LED).SchLib,7SEG_2DIGIT_CA_GRN_0.3INCH,"7SEGMENT, 2DIGIT, common Anode"
13,7seg(LED).SchLib,7SEG_2DIGIT_CA_GRN_0.2INCH,"7SEGMENT, 2DIGIT, common Anode"
14,7seg(LED).SchLib,7SEG_2DIGIT_CA_BLU_0.3INCH,"7SEGMENT, 2DIGIT, common Anode"
15,7seg(LED).SchLib,7SEG_2DIGIT_CA_BLU_0.2INCH,"7SEGMENT, 2DIGIT, common Anode"
16,7seg(LED).SchLib,7SEG_1DIGIT_CA_0.3INCH_8P,"7SEGMENT, 1DIGIT, common anode, 8pin"
17,7seg(LED).SchLib,7SEG_1DIGIT_CA_RED_5INCH,"7SEGMENT, 1DIGIT, common ANODE"
18,7seg(LED).SchLib,7SEG_4DIGIT_CC_0.28INCH,"7SEGMENT, 4DIGIT, common cathode 0.28"""
19,7seg(LED).SchLib,7SEG_4DIGIT_CA_0.28INCH,"7SEGMENT, 4DIGIT, common Anode 0.28"""
20,7seg(LED).SchLib,7SEG_1DIGIT_CC_GRN_7MM,"7SEGMENT, 1DIGIT, common cathode"
21,7seg(LED).SchLib,7SEG_1DIGIT_CC_0.4INCH,"7SEGMENT, 1DIGIT, common cathode"
22,7seg(LED).SchLib,7SEG_1DIGIT_CC_0.3INCH,"7SEGMENT, 1DIGIT, common cothode"
23,7seg(LED).SchLib,7SEG_1DIGIT_CA_YLW_7MM,"7SEGMENT, 1DIGIT, common ANODE"
24,7seg(LED).SchLib,7SEG_1DIGIT_CA_RED_7MM,"7SEGMENT, 1DIGIT, common ANODE"
25,7seg(LED).SchLib,7SEG_1DIGIT_CA_GRN_7MM,"7SEGMENT, 1DIGIT, common ANODE"
26,7seg(LED).SchLib,7SEG_1DIGIT_CA_0.4INCH,"7SEGMENT, 1DIGIT, common Anode"
27,7seg(LED).SchLib,7SEG_1DIGIT_CA_0.3INCH,"7SEGMENT, 1DIGIT, common anode"
28,7seg(LED).SchLib,7SEG_3DIGIT_CC_5631,"7SEGMENT, 3DIGIT, common cathode"
29,7seg(LED).SchLib,7SEG_3DIGIT_CC_2831,"7SEGMENT, 3DIGIT, common cathode"
30,7seg(LED).SchLib,7SEG_1DIGIT_CC_5611,"7SEGMENT, 1DIGIT, common cathode"
31,7seg(LED).SchLib,7SEG_4DIGIT_CK_CC,"7SEGMENT, 4DIGIT, common cathode 5641 for clock"
32,7seg(LED).SchLib,7SEG_4DIGIT_CC,"7SEGMENT, 4DIGIT, common cathode 5641"
33,7seg(LED).SchLib,7SEG_2DIGIT_CC,"7SEGMENT, 2DIGIT, common cathode"
34,adc.SchLib,ADS1115_VSSOP10,"ADC, 16-BIT, 4-CH, 0.86KSPS, I2C, with PGA"
35,adc.SchLib,ADS1113_VSSOP10,"ADC, 16-BIT, 1-CH, 0.86KSPS, I2C"
36,adc.SchLib,ADS1113_X2QFN10,"ADC, 16-BIT, 1-CH, 0.86KSPS, I2C"
37,adc.SchLib,ADS1114_VSSOP10,"ADC, 16-BIT, 1-CH, 0.86KSPS, I2C, with PGA"
38,adc.SchLib,ADS1114_X2QFN10,"ADC, 16-BIT, 1-CH, 0.86KSPS, I2C, with PGA"
39,adc.SchLib,ADS1115_X2QFN10,"ADC, 16-BIT, 4-CH, 0.86KSPS, I2C, with PGA"
40,adc.SchLib,TLA2024_X2QFN10,"ADC, 12-BIT, 4-CH, 3.3KSPS, I2C"
41,adc.SchLib,AD7291_QFN20,"ADC, 12-Bit, 8-Ch, SAR, I2C, + temp sensor"
42,adc.SchLib,ADC0804IN_DIP20,"ADC, 8-Bit ,Differential Inputs"
43,adc.SchLib,LTC1293_SOP16W,"ADC, 6-CH differential"
44,adc.SchLib,ADS7816_SOP8,"ADC, 12-bit, 200kHz"
45,adc.SchLib,ADC0838_SOP20W,"ADC, 8-Bit, 8CH, SERIAL IO"
46,adc.SchLib,MAX187_DIP8,"ADC, 12-bit, SERIAL, 75Ksps"
47,adc_audio.SchLib,PCM4220,"IC ADC AUDIO, 2 CH, 24-BIT, 216KHz, 112dB"
48,adc_audio.SchLib,PCM4201,"IC ADC AUDIO, 1 CH, 24-BIT, 108KHz, 112dB"
49,adc_audio.SchLib,CS5381,"IC ADC AUDIO, 2 CH, 24-BIT, 192KHz, 120dB"
50,adc_audio.SchLib,WM8782_SSOP20,IC ADC/AUDIO 24BIT 192K
51,adc_audio.SchLib,CS5368,"IC ADC AUDIO, 8 CH, 24-BIT, 192KHz, 114dB"
52,adc_audio.SchLib,CS5340,"IC ADC AUDIO, 2 CH, 24-BIT, 192KHz, 101dB"
53,adc_highspeed.SchLib,AD9689_BGA196_2.6G,"ADC, 14-Bit, 2.6Gsps, Dual, JESD204B"
54,adc_highspeed.SchLib,AD9695-1300_QFN64,"ADC, 14-Bit, 1300MSPS, 2CH, JESD204B"
55,adc_highspeed.SchLib,AD9656-125_QFN56,"ADC, 16-Bit, 125Msps, 4CH, JESD204B"
56,adc_highspeed.SchLib,AD9695-625_QFN64,"ADC, 14-Bit, 625MSPS, 2CH, JESD204B"
57,adc_highspeed.SchLib,AD9689_BGA196_2G,"ADC, 14-Bit, 2Gsps, Dual, JESD204B"
58,adc_highspeed.SchLib,AD9642-250_QFN32,"ADC, 14-Bit, 250MSPS, Parallel LVDS, 1.8V, QFN-32"
59,adc_highspeed.SchLib,AD9642-170_QFN32,"ADC, 14-Bit, 170MSPS, Parallel LVDS, 1.8V, QFN-32"
60,adc_highspeed.SchLib,ADS42LB69_QFN64,"ADC, 16-Bit, 250MSPS, 2CH, Parallel LVDS, QDR, QFN-64"
61,adc_highspeed.SchLib,AD9649-80_QFN32,"ADC, 14-Bit, 80MSPS, Parallel LVDS, 1.8V, QFN-32"
62,adc_highspeed.SchLib,LTC2208_QFN64,"ADC, 16-BIT, 130MSPS, 700MHz BW"
63,adc_highspeed.SchLib,ADS4249_QFN64,"ADC, 14-Bit, 250MSPS, 2CH, Parallel LVDS, 1.8V, QFN-64"
64,adc_highspeed.SchLib,ADS4246_QFN64,"ADC, 14-Bit, 160MSPS, 2CH, Parallel LVDS, 1.8V, QFN-64"
65,adc_highspeed.SchLib,ADS4245_QFN64,"ADC, 14-Bit, 125MSPS, 2CH, Parallel LVDS, 1.8V, QFN-64"
66,adc_highspeed.SchLib,ADS4242_QFN64,"ADC, 14-Bit, 65MSPS, 2CH, Parallel LVDS, 1.8V, QFN-64"
67,adc_highspeed.SchLib,ADS4226_QFN64,"ADC, 12-Bit, 160MSPS, 2CH, Parallel LVDS, 1.8V, QFN-64"
68,adc_highspeed.SchLib,ADS4128_QFN48,"ADC, 12-Bit, 200MSPS, Parallel LVDS, 1.8V, QFN-48"
69,adc_highspeed.SchLib,AD9208_BGA196,"ADC, 14-Bit, 3Gsps, Dual, JESD204B"
70,adc_highspeed.SchLib,AD9257_QFN64,"ADC, 14-Bit, 40/65MSPS, 8CH, Serial LVDS, 1.8V, QFN-64"
71,adc_precision.SchLib,ADS131M04_TSSOP20,"ADC, 24-Bit, 4-Channel, Simultaneous, Delta-Sigma"
72,adc_precision.SchLib,ADS8688_TSSOP38,"ADC, 16-Bit, 500-kSPS, SAR, 8-Channel, Single-Supply, Bipolar Input"
73,adc_precision.SchLib,ADS131M04_QFN20,"ADC, 24-Bit, 4-Channel, Simultaneous, Delta-Sigma"
74,adc_precision.SchLib,MAX11046_QFP64,"ADC, 16-bit, 8CH, 250 kSps, SAR"
75,adc_precision.SchLib,ADS8887_VSSOP10,"ADC, 18-bit, 100ksps, SAR"
76,adc_precision.SchLib,ADS8325_VSSOP8,"ADC, 16-bit, 100ksps, SAR"
77,adc_precision.SchLib,ADS1158_QFN48,"ADC, 16-Bit, 125ksps, 16CH, DeltaSigma, QFN48"
78,adc_precision.SchLib,AD7760_QFP64,"ADC, 24-Bit, 2.5MSPS, Sigma-Delta, Parallel Interface, SV-64-2"
79,adc_precision.SchLib,AD7656_QFP64,"ADC, 16-bit, 250Ksps, 6CH, SAR, simultaneous"
80,adc_precision.SchLib,AD7609_QFP64,"ADC, 18-Bit, 200ksps, 8CH, SAR, Simultaneous Sampling, Differential DAS, QFP-64"
81,adc_temp.SchLib,MAX31855T_SOP8,"Thermocouple ADC, Type T, -270~+400oC"
82,adc_temp.SchLib,MAX31855S_SOP8,"Thermocouple ADC, Type S, -50~+1700oC"
83,adc_temp.SchLib,MAX31855R_SOP8,"Thermocouple ADC, Type R, -50~+1700oC"
84,adc_temp.SchLib,MAX31855N_SOP8,"Thermocouple ADC, Type N, -200~+1300oC"
85,adc_temp.SchLib,MAX31855K_SOP8,"Thermocouple ADC, Type K, -200~+1350oC"
86,adc_temp.SchLib,MAX31855J_SOP8,"Thermocouple ADC, Type J, -200~+1200oC"
87,adc_temp.SchLib,MAX31855E_SOP8,"Thermocouple ADC, Type E, -270~+1000oC"
88,amp.SchLib,OPA4171Q_SSOP14,"AMP, Low Noise, Low Drift, Single-Supply"
89,amp.SchLib,THS4522_SSOP38,"AMP, Quad, Differential, Hi-Sp, Fully-Diff"
90,amp.SchLib,THS4503_SSOP8T,"AMP, Differential, Hi-Sp, Fully-Diff"
91,amp.SchLib,OPA4354_SSOP14,"AMP, Low Noise, Rail-to-Rail, Single-Supply"
92,amp.SchLib,OPA4171_SSOP14,"AMP, Low Noise, Low Drift, Single-Supply"
93,amp.SchLib,OPA4171Q_SOP14,"AMP, Low Noise, Low Drift, Single-Supply"
94,amp.SchLib,OPA2171_VSSOP8,"AMP, Low Noise, Low Drift, Single-Supply"
95,amp.SchLib,MCP6001R_SOT23,"AMP, Lo-Pwr, rail-to-rail, 1MHz"
96,amp.SchLib,ADA4897_MSOP10,"AMP, Low Noise, LowPower, LowDistortion"
97,amp.SchLib,THS4503_SSOP8,"AMP, Differential, Hi-Sp, Fully-Diff"
98,amp.SchLib,THS4281_SOT23,"AMP, High Speed, Very Lo-Pwr, rail-to-rail"
99,amp.SchLib,OPA4354_SOP14,"AMP, Low Noise, Rail-to-Rail, Single-Supply"
100,amp.SchLib,OPA4171_SOP14,"AMP, Low Noise, Low Drift, Single-Supply"
101,amp.SchLib,OPA4132_SOP14,"AMP, Ultra-Low Noise, Precision"
102,amp.SchLib,OPA354Q_SOT23,"AMP, Low Noise, Rail-to-Rail, Single-Supply"
103,amp.SchLib,OPA2652_SOT23,"AMP, Rail-to-Rail, Dual"
104,amp.SchLib,OPA2354_SSOP8,"AMP, Low Noise, Rail-to-Rail, Single-Supply"
105,amp.SchLib,OPA2340_SSOP8,"AMP, Rail-to-Rail, Dual"
106,amp.SchLib,OPA2171_SSOP8,"AMP, Low Noise, Low Drift, Single-Supply"
107,amp.SchLib,OPA171_SOT553,"AMP, Low Noise, Low Drift, Single-Supply"
108,amp.SchLib,LTC6409_QFN10,"AMP, Differential, 10GHz BW"
109,amp.SchLib,LMC6482_SSOP8,"AMP, Dual,"
110,amp.SchLib,Gali-39_SOT89,"AMP, RF, Monolithic, DC-7 GHz"
111,amp.SchLib,ADA4927_QFN16,"AMP, Differential, Hi-Sp, Fully-Diff, Ultralow Distortion Current Feedback"
112,amp.SchLib,ADA4897_SOT23,"AMP, Low Noise, LowPower, LowDistortion"
113,amp.SchLib,ADA4896_SSOP8,"AMP, Low Noise, LowPower, LowDistortion"
114,amp.SchLib,AD8574_SSOP14,"AMP, Quad, Zero-Drift, Single-Supply, 10pA input"
115,amp.SchLib,AD8330_QSOP16,"AMP, Differential, Hi-Sp, Fully-Diff, VGA"
116,amp.SchLib,TSU112_SSOP8,"AMP, Dual, Low-Power"
117,amp.SchLib,TLV2702_DIP8,"AMP, Dual, nanoPWR, PUSH-PULL COMPARATORS"
118,amp.SchLib,TLC272_SSOP8,"AMP, Dual,"
119,amp.SchLib,THS4503_SOP8,"AMP, Differential, Hi-Sp, Fully-Diff"
120,amp.SchLib,OPA547_TO263,"AMP, HighVoltage, High Current"
121,amp.SchLib,OPA354_SOT23,"AMP, Low Noise, Rail-to-Rail, Single-Supply"
122,amp.SchLib,OPA350_SSOP8,"AMP, Low Power, Rail-to-Rail, Single-Supply"
123,amp.SchLib,OPA345_SOT23,"AMP, Low Power, Rail-to-Rail, Single-Supply"
124,amp.SchLib,OPA2652_SOP8,"AMP, Rail-to-Rail, Dual"
125,amp.SchLib,OPA2354_SOP8,"AMP, Low Noise, Rail-to-Rail, Single-Supply"
126,amp.SchLib,OPA2340_SOP8,"AMP, Rail-to-Rail, Dual"
127,amp.SchLib,OPA2340_DIP8,"AMP, Rail-to-Rail, Dual"
128,amp.SchLib,OPA2171_SOP8,"AMP, Low Noise, Low Drift, Single-Supply"
129,amp.SchLib,OPA2132_SOP8,"AMP, Ultra-Low Noise, Precision"
130,amp.SchLib,OPA2132_DIP8,"AMP, Ultra-Low Noise, Precision"
131,amp.SchLib,OPA211_SSOP8,"AMP, Precision, 1.1nV/rtHz Noise, Lo Pwr"
132,amp.SchLib,OPA171_SOT23,"AMP, Low Noise, Low Drift, Single-Supply"
133,amp.SchLib,LMV951_SOT23,"AMP, 1V 2.7MHz RR Input & Output"
134,amp.SchLib,LMC6762_SOP8,"AMP, Dual, MicroPower, Push-Pull Output, R-To-R Input CMOS Comparator"
135,amp.SchLib,LMC6482_SOP8,"AMP, Dual,"
136,amp.SchLib,LMC6482_DIP8,"AMP, Dual,"
137,amp.SchLib,ADA4897_SOP8,"AMP, Low Noise, LowPower, LowDistortion"
138,amp.SchLib,ADA4896_SON8,"AMP, Low Noise, LowPower, LowDistortion"
139,amp.SchLib,AD8574_SOP14_1,"AMP, Quad, Zero-Drift, Single-Supply, 10pA input"
140,amp.SchLib,AD8574_SOP14,"AMP, Quad, Zero-Drift, Single-Supply, 10pA input"
141,amp.SchLib,AD8330_QFN16,"AMP, Differential, Hi-Sp, Fully-Diff, VGA"
142,amp.SchLib,AA8641_SOT23,"AMP, Video, low voltage"
143,amp.SchLib,TSU112_SC70,"AMP, Low-Power"
144,amp.SchLib,TSU112_DFN8,"AMP, DuaL, Low-Power"
145,amp.SchLib,TSU112_DFN6,"AMP, Low-Power"
146,amp.SchLib,TLV2702_SO8,"AMP, Dual, nanoPWR, PUSH-PULL COMPARATORS"
147,amp.SchLib,TLV172_SC70,"AMP, Lo-Noise, 10MHz"
148,amp.SchLib,TLC272_SOP8,"AMP, Dual,"
149,amp.SchLib,TLC272_DIP8,"AMP, Dual,"
150,amp.SchLib,TL084_SOP14,"AMP, Quad, Low-Noise JFET-Input, LowPower"
151,amp.SchLib,TL074_SOP14,"AMP, Quad, Low-Noise JFET-Input"
152,amp.SchLib,TL074_DIP14,"AMP, Quad, Low-Noise JFET-Input"
153,amp.SchLib,OPA354_SOP8,"AMP, Low Noise, Rail-to-Rail, Single-Supply"
154,amp.SchLib,OPA350_SOP8,"AMP, Low Power, Rail-to-Rail, Single-Supply"
155,amp.SchLib,OPA345_SOP8,"AMP, Low Power, Rail-to-Rail, Single-Supply"
156,amp.SchLib,OPA211_SOP8,"AMP, Precision, 1.1nV/rtHz Noise, Lo Pwr"
157,amp.SchLib,OPA211_SON8,"AMP, Precision, 1.1nV/rtHz Noise, Lo Pwr"
158,amp.SchLib,OPA171_SOP8,"AMP, Low Noise, Low Drift, Single-Supply"
159,amp.SchLib,OPA132_SOP8,"AMP, Ultra-Low Noise, Precision"
160,amp.SchLib,OP413_SOP14,"AMP, Low-Noise, Low Drift, Single-Supply"
161,amp.SchLib,OP413_DIP14,"AMP, Low-Noise, Low Drift, Single-Supply"
162,amp.SchLib,NE5534_SOP8,"AMP, Low-Noise"
163,amp.SchLib,NE5534_DIP8,"AMP, Low-Noise"
164,amp.SchLib,NE5532_SOP8,"AMP, Dual, Low-Noise"
165,amp.SchLib,NE5532_DIP8,"AMP, Dual, Low-Noise"
166,amp.SchLib,MCP601_SOP8,"AMP, 2.7~6.0V Single Supply CMOS"
167,amp.SchLib,LM7171_SOP8,"AMP, Very High Sp, High Output Current, VoltageFeedback"
168,amp.SchLib,LM7171_DIP8,"AMP, Very High Sp, High Output Current, VoltageFeedback"
169,amp.SchLib,LM324_SOP14,"AMP, Quad, Single-Supply"
170,amp.SchLib,LM324_DIP14,"AMP, Quad, Single-Supply"
171,amp.SchLib,LM321_SOT23,"AMP, 1MHz, Lo-Pwr"
172,amp.SchLib,ERA-2_WW107,"AMP, RF, Monolithic, DC-6GHz"
173,amp.SchLib,CA3130_SOP8,"AMP, 15MHz, BiMOS, MOSFET Input/CMOS Output"
174,amp.SchLib,AD8137_SOP8,"AMP, Differential, LowCost, LowPWR"
175,amp.SchLib,UA741_SOP8,"AMP, General-Purpose"
176,amp.SchLib,TL082_SOP8,"AMP, Dual, Lo-Noise, JFET Input"
177,amp.SchLib,TL081_SOP8,"AMP, Dual, Lo-Noise, JFET Input"
178,amp.SchLib,TL072_SOP8,"AMP, Dual, Lo-Noise, JFET Input"
179,amp.SchLib,TL072_DIP8,"AMP, Dual, Lo-Noise, JFET Input"
180,amp.SchLib,OPA27_SOP8,"AMP, Ultra-Low Noise, Precision"
181,amp.SchLib,OPA27_DIP8,"AMP, Ultra-Low Noise, Precision"
182,amp.SchLib,OP213_DIP8,"AMP, DUAL, Low-Noise, Low Drift, Single-Supply"
183,amp.SchLib,OP113_SOP8,"AMP, Low-Noise, Low Drift, Single-Supply"
184,amp.SchLib,OP113_DIP8,"AMP, Low-Noise, Low Drift, Single-Supply"
185,amp.SchLib,LM741_DIP8,"AMP, General-Purpose"
186,amp.SchLib,LM358_SOP8,"AMP, Dual, Low-Power"
187,amp.SchLib,LM358_DIP8,"AMP, Dual, Low-Power"
188,amp.SchLib,OP27_DIP8,"AMP, Ultralow Offset"
189,amp.SchLib,OP213_SO8,"AMP, DUAL, Low-Noise, Low Drift, Single-Supply"
190,amp.SchLib,OP07_SOP8,"AMP, Ultralow Offset"
191,amp.SchLib,OP07_DIP8,"AMP, Ultralow Offset"
192,amp_audio.SchLib,TPA6013A4_TSSOP24,"AMP, AUDIO, 3W, AB TSSOP-24"
193,amp_audio.SchLib,TDA2050_TO220,"AMP, Audio, Power Amp 32W"
194,amp_audio.SchLib,TDA2003_TO220,"AMP, Audio, Power Amp 10W"
195,amp_audio.SchLib,OPA1632_SSOP8,"AMP, Audio, Differential"
196,amp_audio.SchLib,TPA6041A4RHB,"AMP, AUDIO, 2.6W, AB 32VQFN"
197,amp_audio.SchLib,OPA1632_SOP8,"AMP, Audio, Differential"
198,amp_audio.SchLib,TS472_QFN24,"AMP, Low noise microphone preamp"
199,amp_audio.SchLib,LM4861_SOP8,"AMP, Audio, Power Amp, 1Watt"
200,amp_audio.SchLib,LM386_SSOP8,"AMP, Audio, Low Voltage, Power Amp"
201,amp_audio.SchLib,LM386_SOP8,"AMP, Audio, Low Voltage, Power Amp"
202,amp_audio.SchLib,LM386_DIP8,"AMP, Audio, Low Voltage, Power Amp"
203,amp_audio.SchLib,TS4984IQT,"AMP, AUDIO, PWR 1.2W, 2.2-5.5V AB 16TQFN"
204,amp_audio.SchLib,TDA7850,"AMP, AUDIO, 4X 50Watt, 1 % THD"
205,amp_audio.SchLib,TDA7388,"AMP, AUDIO, 4X 45Watt, 0.1 % THD"
206,amp_comparator.SchLib,TLC3704_SSOP14,"Comparator, Quad, Micropower Push-Pull Output"
207,amp_comparator.SchLib,TLC3704_SOP14,"Comparator, Quad, Micropower Push-Pull Output"
208,amp_comparator.SchLib,TLC3704_DIP14,"Comparator, Quad, Micropower Push-Pull Output"
209,amp_comparator.SchLib,LTC1441_SOP8,"Comparator, Dual, Ultralow Power, with Reference"
210,amp_comparator.SchLib,LM339_SSOP14,"Comparator, Quad"
211,amp_comparator.SchLib,TL331_SOT23,"Comparator, Low input 25nA"
212,amp_comparator.SchLib,LT1011_SOP8,"Comparator, Voltage"
213,amp_comparator.SchLib,LM339_SOP14,"Comparator, Quad"
214,amp_comparator.SchLib,LM339_DIP14,"Comparator, Quad"
215,amp_comparator.SchLib,LM2903_SOP8,"Comparator, Dual, 25nA BIAS CURRENT"
216,amp_comparator.SchLib,LM393_SOP8,"Comparator, Dual"
217,amp_comparator.SchLib,AD790_SOP8,"Comparator, Fast Prec"
218,amp_comparator.SchLib,AD790_DIP8,"Comparator, Fast Prec"
219,amp_instrument.SchLib,LOG114AIRGV_QFN16,"AMP, Inst, Logarithmic, Precision, High-Speed"
220,amp_instrument.SchLib,MCP6N11-010_SON8,"AMP, Inst,"
221,amp_instrument.SchLib,OPA4197_TSSOP14,"AMP, Inst, Precision, Low Offset, Rail-to-Rail Input Output, 36-V"
222,amp_instrument.SchLib,INA199A3_QFN10,"AMP, Inst, current-sense, low-Drift"
223,amp_instrument.SchLib,INA199A2_QFN10,"AMP, Inst, current-sense, low-Drift"
224,amp_instrument.SchLib,INA199A1_QFN10,"AMP, Inst, current-sense, low-Drift"
225,amp_instrument.SchLib,INA180B4_SOT23,"AMP, Inst, current-sense, low-Drift"
226,amp_instrument.SchLib,INA180B3_SOT23,"AMP, Inst, current-sense, low-Drift"
227,amp_instrument.SchLib,INA180B2_SOT23,"AMP, Inst, current-sense, low-Drift"
228,amp_instrument.SchLib,INA180B1_SOT23,"AMP, Inst, current-sense, low-Drift"
229,amp_instrument.SchLib,INA180A4_SOT23,"AMP, Inst, current-sense, low-Drift"
230,amp_instrument.SchLib,INA180A3_SOT23,"AMP, Inst, current-sense, low-Drift"
231,amp_instrument.SchLib,INA180A2_SOT23,"AMP, Inst, current-sense, low-Drift"
232,amp_instrument.SchLib,INA180A1_SOT23,"AMP, Inst, current-sense, low-Drift"
233,amp_instrument.SchLib,PAC1720_SON10,"Current/Power Monitor, Bidirectional, I2C"
234,amp_instrument.SchLib,PAC1710_SON10,"Current/Power Monitor, Bidirectional, I2C"
235,amp_instrument.SchLib,OPA4197_SOP14,"AMP, Inst, Precision, Low Offset, Rail-to-Rail Input Output, 36-V"
236,amp_instrument.SchLib,OPA2376_VSSOP8,"AMP, Inst, DUAL, Precision, Low Noise, Low Quiescent Current"
237,amp_instrument.SchLib,OPA2188_VSSOP8,"AMP, Inst, DUAL, Precision, Low Noise, Low Quiescent Current"
238,amp_instrument.SchLib,MAX4173_SOT23,"AMP, Inst, Current Sense, w/V Output"
239,amp_instrument.SchLib,INA199A3_SC70,"AMP, Inst, current-sense, low-Drift"
240,amp_instrument.SchLib,INA199A2_SC70,"AMP, Inst, current-sense, low-Drift"
241,amp_instrument.SchLib,LPV811_SOT23,"AMP, Inst"
242,amp_instrument.SchLib,LPV521_SC70,"AMP, Inst,"
243,amp_instrument.SchLib,INA199A1_SC70,"AMP, Inst, current-sense, low-Drift"
244,amp_instrument.SchLib,AD8513_TSSOP14,"AMP, Inst, QuaD, Precision, Very Low Noise, Low Input Bias Current, Wide Bandwidth JFET"
245,amp_instrument.SchLib,OPA2188_SOP8,"AMP, Inst, DUAL, Precision, Low Noise, Low Quiescent Current"
246,amp_instrument.SchLib,OP497_SOP16W,"AMP, Inst, Precision, PicoampereInputCurrent, QUAD"
247,amp_instrument.SchLib,MAX4080_SOP8,"AMP, Inst, Current Sense, 76V High-Side, w/V Out"
248,amp_instrument.SchLib,LT1679_SOP14,"AMP, Inst, Dual, Precision, Low Noise, RR"
249,amp_instrument.SchLib,AD8672_VSSOP8,"AMP, Inst, Dual, Precision, Low Noise, Low Input Bias Current"
250,amp_instrument.SchLib,AD8667_VSSOP8,"AMP, Inst, Dual, Precision, Low Noise, 16V, CMOS"
251,amp_instrument.SchLib,AD8607_VSSOP8,"AMP, Inst, Dual, Precision Micropower, Low Noise CMOS"
252,amp_instrument.SchLib,AD8513_SOP14,"AMP, Inst, QuaD, Precision, Very Low Noise, Low Input Bias Current, Wide Bandwidth JFET"
253,amp_instrument.SchLib,AD8512_VSSOP8,"AMP, Inst, Dual, Precision, Very Low Noise, Low Input Bias Current, Wide Bandwidth JFET"
254,amp_instrument.SchLib,AD8510_VSSOP8,"AMP, Inst, Precision, Low Noise, Low Input"
255,amp_instrument.SchLib,AD8475_MSOP10,"AMP, Inst, Precision, Fully Differential, Selectable Gain"
256,amp_instrument.SchLib,LTC6004_QFN16,"AMP, Inst, Precision,"
257,amp_instrument.SchLib,AD8236_SOP8,"AMP, Inst, Precision,"
258,amp_instrument.SchLib,AD8422_VSSOP8,"AMP, Inst, Precision,"
259,amp_instrument.SchLib,OP497_DIP14,"AMP, Inst, Precision, PicoampereInputCurrent, QUAD"
260,amp_instrument.SchLib,LT6000_SON6,"AMP, Inst, Precision, 1.8V"
261,amp_instrument.SchLib,LT1678_SOP8,"AMP, Inst, Dual, Precision, Low Noise, RR"
262,amp_instrument.SchLib,LT1097_SOP8,"AMP, Inst, Precision, Low Power, Low Cost"
263,amp_instrument.SchLib,LT1077_SOP8,"AMP, Inst, Precision, Micropower"
264,amp_instrument.SchLib,AD8672_SOP8,"AMP, Inst, Dual, Precision, Low Noise, Low Input Bias Current"
265,amp_instrument.SchLib,AD8667_SOP8,"AMP, Inst, Dual, Precision, Low Noise, 16V, CMOS"
266,amp_instrument.SchLib,AD8607_SOP8,"AMP, Inst, Dual, Precision Micropower, Low Noise CMOS"
267,amp_instrument.SchLib,AD8512_SOP8,"AMP, Inst, Dual, Precision, Very Low Noise, Low Input Bias Current, Wide Bandwidth JFET"
268,amp_instrument.SchLib,AD712_SOP8,"AMP, Inst, Dual, Precision, Low Cost, High Sp, BiFET"
269,amp_instrument.SchLib,AD712_DIP8,"AMP, Inst, Dual, Precision, Low Cost, High Sp, BiFET"
270,amp_instrument.SchLib,AD620BR_SOP8,"AMP, Inst, Low-power"
271,amp_instrument.SchLib,AD624_DIP16,"AMP, Inst, Precision"
272,amp_special.SchLib,XTR117_SSOP8,"Current Loop transmitter, 4-20mA"
273,antenna.SchLib,ANT_PCB_GSM_PIFA,"Antenna,Microstrip, GSM 850MHz/1800MHz"
274,antenna.SchLib,ANT_2.4G_ANT3216LL00R2400A,"Antenna, Multilayer Chip, 2.4GHz W-LAN & Bluetooth"
275,antenna.SchLib,ANT_2.4G_ANT016008LCS2442MA2,"Antenna, Multilayer Chip, 2.4GHz W-LAN & Bluetooth"
276,antenna.SchLib,ANT_2.4G_ANT016008LCS2442MA1,"Antenna, Multilayer Chip, 2.4GHz W-LAN & Bluetooth"
277,antenna.SchLib,ANT_2.4G_ANT162442DT,"Antenna, Multilayer Chip, 2.4GHz W-LAN & Bluetooth / 5GHz W-LAN"
