num,lib name,part,desc
1444,conn_header_2.54mm_st.SchLib,HDR_F_1X14,"CONN, HEADER, Female, pitch: 2.54mm, 14POS"
1445,conn_header_2.54mm_st.SchLib,HDR_F_1X13,"CONN, HEADER, Female, pitch: 2.54mm, 13POS"
1446,conn_header_2.54mm_st.SchLib,HDR_F_1X12,"CONN, HEADER, Female, pitch: 2.54mm, 12POS"
1447,conn_header_2.54mm_st.SchLib,HDR_F_1X11,"CONN, HEADER, Female, pitch: 2.54mm, 11POS"
1448,conn_header_2.54mm_st.SchLib,HDR_F_1X10,"CONN, HEADER, Female, pitch: 2.54mm, 10POS"
1449,conn_header_2.54mm_st.SchLib,HDR_M_2X9,"CONN, HEADER, Male, pitch: 2.54mm, 18POS"
1450,conn_header_2.54mm_st.SchLib,HDR_M_2X8,"CONN, HEADER, Male, pitch: 2.54mm, 16POS"
1451,conn_header_2.54mm_st.SchLib,HDR_M_2X7,"CONN, HEADER, Male, pitch: 2.54mm, 14POS"
1452,conn_header_2.54mm_st.SchLib,HDR_M_2X6,"CONN, HEADER, Male, pitch: 2.54mm, 12POS"
1453,conn_header_2.54mm_st.SchLib,HDR_M_2X5,"CONN, HEADER, Male, pitch: 2.54mm, 10POS"
1454,conn_header_2.54mm_st.SchLib,HDR_M_2X4,"CONN, HEADER, Male, pitch: 2.54mm, 8POS"
1455,conn_header_2.54mm_st.SchLib,HDR_M_2X3,"CONN, HEADER, Male, pitch: 2.54mm, 6POS"
1456,conn_header_2.54mm_st.SchLib,HDR_M_2X2,"CONN, HEADER, Male, pitch: 2.54mm, 4POS"
1457,conn_header_2.54mm_st.SchLib,HDR_M_1X9,"CONN, HEADER, Male, pitch: 2.54mm, 9POS"
1458,conn_header_2.54mm_st.SchLib,HDR_M_1X8,"CONN, HEADER, Male, pitch: 2.54mm, 8POS"
1459,conn_header_2.54mm_st.SchLib,HDR_M_1X7,"CONN, HEADER, Male, pitch: 2.54mm, 7POS"
1460,conn_header_2.54mm_st.SchLib,HDR_M_1X6,"CONN, HEADER, Male, pitch: 2.54mm, 6POS"
1461,conn_header_2.54mm_st.SchLib,HDR_M_1X5,"CONN, HEADER, Male, pitch: 2.54mm, 5POS"
1462,conn_header_2.54mm_st.SchLib,HDR_M_1X4,"CONN, HEADER, Male, pitch: 2.54mm, 4POS"
1463,conn_header_2.54mm_st.SchLib,HDR_M_1X3,"CONN, HEADER, Male, pitch: 2.54mm, 3POS"
1464,conn_header_2.54mm_st.SchLib,HDR_M_1X2,"CONN, HEADER, Male, pitch: 2.54mm, 2POS"
1465,conn_header_2.54mm_st.SchLib,HDR_F_2X9,"CONN, HEADER, Female, pitch: 2.54mm, 18POS"
1466,conn_header_2.54mm_st.SchLib,HDR_F_2X8,"CONN, HEADER, Female, pitch: 2.54mm, 16POS"
1467,conn_header_2.54mm_st.SchLib,HDR_F_2X7,"CONN, HEADER, Female, pitch: 2.54mm, 14POS"
1468,conn_header_2.54mm_st.SchLib,HDR_F_2X6,"CONN, HEADER, Female, pitch: 2.54mm, 12POS"
1469,conn_header_2.54mm_st.SchLib,HDR_F_2X5,"CONN, HEADER, Female, pitch: 2.54mm, 10POS"
1470,conn_header_2.54mm_st.SchLib,HDR_F_2X4,"CONN, HEADER, Female, pitch: 2.54mm, 8POS"
1471,conn_header_2.54mm_st.SchLib,HDR_F_2X3,"CONN, HEADER, Female, pitch: 2.54mm, 6POS"
1472,conn_header_2.54mm_st.SchLib,HDR_F_2X2,"CONN, HEADER, Female, pitch: 2.54mm, 4POS"
1473,conn_header_2.54mm_st.SchLib,HDR_F_1X9,"CONN, HEADER, Female, pitch: 2.54mm, 9POS"
1474,conn_header_2.54mm_st.SchLib,HDR_F_1X8,"CONN, HEADER, Female, pitch: 2.54mm, 8POS"
1475,conn_header_2.54mm_st.SchLib,HDR_F_1X7,"CONN, HEADER, Female, pitch: 2.54mm, 7POS"
1476,conn_header_2.54mm_st.SchLib,HDR_F_1X6,"CONN, HEADER, Female, pitch: 2.54mm, 6POS"
1477,conn_header_2.54mm_st.SchLib,HDR_F_1X5,"CONN, HEADER, Female, pitch: 2.54mm, 5POS"
1478,conn_header_2.54mm_st.SchLib,HDR_F_1X4,"CONN, HEADER, Female, pitch: 2.54mm, 4POS"
1479,conn_header_2.54mm_st.SchLib,HDR_F_1X3,"CONN, HEADER, Female, pitch: 2.54mm, 3POS"
1480,conn_header_2.54mm_st.SchLib,HDR_F_1X2,"CONN, HEADER, Female, pitch: 2.54mm, 2POS"
1481,conn_header_2.54mm_st.SchLib,HDR_M_1,"CONN, HEADER, Male, pitch: 2.54mm, 1POS"
1482,conn_header_2.54mm_st.SchLib,HDR_F_1,"CONN, HEADER, Female, pitch: 2.54mm, 1POS"
1483,conn_header_2.54mm_st_smd.SchLib,HDRS_M_2X20,"CONN, HEADER, Male, pitch: 2.54mm, 40POS"
1484,conn_header_2.54mm_st_smd.SchLib,HDRS_M_2X19,"CONN, HEADER, Male, pitch: 2.54mm, 38POS"
1485,conn_header_2.54mm_st_smd.SchLib,HDRS_M_2X18,"CONN, HEADER, Male, pitch: 2.54mm, 36POS"
1486,conn_header_2.54mm_st_smd.SchLib,HDRS_M_2X17,"CONN, HEADER, Male, pitch: 2.54mm, 34POS"
1487,conn_header_2.54mm_st_smd.SchLib,HDRS_M_2X16,"CONN, HEADER, Male, pitch: 2.54mm, 32POS"
1488,conn_header_2.54mm_st_smd.SchLib,HDRS_M_2X15,"CONN, HEADER, Male, pitch: 2.54mm, 30POS"
1489,conn_header_2.54mm_st_smd.SchLib,HDRS_M_2X14,"CONN, HEADER, Male, pitch: 2.54mm, 28POS"
1490,conn_header_2.54mm_st_smd.SchLib,HDRS_M_2X13,"CONN, HEADER, Male, pitch: 2.54mm, 26POS"
1491,conn_header_2.54mm_st_smd.SchLib,HDRS_M_2X12,"CONN, HEADER, Male, pitch: 2.54mm, 24POS"
1492,conn_header_2.54mm_st_smd.SchLib,HDRS_M_2X11,"CONN, HEADER, Male, pitch: 2.54mm, 22POS"
1493,conn_header_2.54mm_st_smd.SchLib,HDRS_M_2X10,"CONN, HEADER, Male, pitch: 2.54mm, 20POS"
1494,conn_header_2.54mm_st_smd.SchLib,HDRS_M_2X9,"CONN, HEADER, Male, pitch: 2.54mm, 18POS"
1495,conn_header_2.54mm_st_smd.SchLib,HDRS_M_2X8,"CONN, HEADER, Male, pitch: 2.54mm, 16POS"
1496,conn_header_2.54mm_st_smd.SchLib,HDRS_M_2X7,"CONN, HEADER, Male, pitch: 2.54mm, 14POS, SMD"
1497,conn_header_2.54mm_st_smd.SchLib,HDRS_M_2X6,"CONN, HEADER, Male, pitch: 2.54mm, 12POS"
1498,conn_header_2.54mm_st_smd.SchLib,HDRS_M_2X5,"CONN, HEADER, Male, pitch: 2.54mm, 10POS, SMD"
1499,conn_header_2.54mm_st_smd.SchLib,HDRS_M_2X4,"CONN, HEADER, Male, pitch: 2.54mm, 8POS"
1500,conn_header_2.54mm_st_smd.SchLib,HDRS_M_2X3,"CONN, HEADER, Male, pitch: 2.54mm, 6POS, SMD"
1501,conn_header_2.54mm_st_smd.SchLib,HDRS_M_2X2,"CONN, HEADER, Male, pitch: 2.54mm, 4POS, SMD"
1502,conn_header_2.54mm_st_smd.SchLib,HDRS_M_1X9,"CONN, HEADER, Male, pitch: 2.54mm, SMD"
1503,conn_header_2.54mm_st_smd.SchLib,HDRS_M_1X10,"CONN, HEADER, Male, pitch: 2.54mm, SMD"
1504,conn_header_2.54mm_st_smd.SchLib,HDRS_M_1X8,"CONN, HEADER, Male, pitch: 2.54mm, 8POS, SMD"
1505,conn_header_2.54mm_st_smd.SchLib,HDRS_M_1X7,"CONN, HEADER, Male, pitch: 2.54mm, 7POS, SMD"
1506,conn_header_2.54mm_st_smd.SchLib,HDRS_M_1X6,"CONN, HEADER, Male, pitch: 2.54mm, 6POS, SMD"
1507,conn_header_2.54mm_st_smd.SchLib,HDRS_F_1X9,"CONN, HEADER, Female, pitch: 2.54mm, SMD"
1508,conn_header_2.54mm_st_smd.SchLib,HDRS_F_1X10,"CONN, HEADER, Female, pitch: 2.54mm, SMD"
1509,conn_header_2.54mm_st_smd.SchLib,HDRS_F_2X10,"CONN, HEADER, Female, pitch: 2.54mm, SMD"
1510,conn_header_2.54mm_st_smd.SchLib,HDRS_F_2X9,"CONN, HEADER, Female, pitch: 2.54mm, SMD"
1511,conn_header_2.54mm_st_smd.SchLib,HDRS_F_2X8,"CONN, HEADER, Female, pitch: 2.54mm, SMD"
1512,conn_header_2.54mm_st_smd.SchLib,HDRS_F_2X7,"CONN, HEADER, Female, pitch: 2.54mm, SMD"
1513,conn_header_2.54mm_st_smd.SchLib,HDRS_F_2X6,"CONN, HEADER, Female, pitch: 2.54mm, SMD"
1514,conn_header_2.54mm_st_smd.SchLib,HDRS_F_2X5,"CONN, HEADER, Female, pitch: 2.54mm, SMD"
1515,conn_header_2.54mm_st_smd.SchLib,HDRS_F_2X4,"CONN, HEADER, Female, pitch: 2.54mm, SMD"
1516,conn_header_2.54mm_st_smd.SchLib,HDRS_F_2X3,"CONN, HEADER, Female, pitch: 2.54mm, SMD"
1517,conn_header_2.54mm_st_smd.SchLib,HDRS_F_2X2,"CONN, HEADER, Female, pitch: 2.54mm, SMD"
1518,conn_header_2.54mm_st_smd.SchLib,HDRS_F_1X8,"CONN, HEADER, Female, pitch: 2.54mm, SMD"
1519,conn_header_2.54mm_st_smd.SchLib,HDRS_F_1X7,"CONN, HEADER, Female, pitch: 2.54mm, SMD"
1520,conn_header_2.54mm_st_smd.SchLib,HDRS_F_1X6,"CONN, HEADER, Female, pitch: 2.54mm, SMD"
1521,conn_header_2.54mm_st_smd.SchLib,HDRS_F_1X5,"CONN, HEADER, Female, pitch: 2.54mm, SMD"
1522,conn_header_2.54mm_st_smd.SchLib,HDRS_F_1X4,"CONN, HEADER, Female, pitch: 2.54mm, SMD"
1523,conn_header_2.54mm_st_smd.SchLib,HDRS_F_1X3,"CONN, HEADER, Female, pitch: 2.54mm, SMD"
1524,conn_header_2.54mm_st_smd.SchLib,HDRS_F_1X2,"CONN, HEADER, Female, pitch: 2.54mm, SMD"
1525,conn_header_2.54mm_st_smd.SchLib,HDRS_M_1X5,"CONN, HEADER, Male, pitch: 2.54mm, 5POS, SMD"
1526,conn_header_2.54mm_st_smd.SchLib,HDRS_M_1X4,"CONN, HEADER, Male, pitch: 2.54mm, 4POS, SMD"
1527,conn_header_2.54mm_st_smd.SchLib,HDRS_M_1X3,"CONN, HEADER, Male, pitch: 2.54mm, 3POS, SMD"
1528,conn_header_2.54mm_st_smd.SchLib,HDRS_M_1X2,"CONN, HEADER, Male, pitch: 2.54mm, 2POS, SMD"
1529,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_M_2X10,"CONN, HEADER, Male, pitch: 2.54mm, 20POS"
1530,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_M_1X12,"CONN, HEADER, Male, pitch: 2.54mm, 12POS"
1531,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_M_1X10,"CONN, HEADER, Male, pitch: 2.54mm, 10POS"
1532,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_F_2X10,"CONN, HEADER, Female, pitch: 2.54mm, 20POS"
1533,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_F_1X10,"CONN, HEADER, Female, pitch: 2.54mm, 10POS"
1534,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_M_2X9,"CONN, HEADER, Male, pitch: 2.54mm, 18POS"
1535,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_M_2X8,"CONN, HEADER, Male, pitch: 2.54mm, 16POS"
1536,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_M_2X7,"CONN, HEADER, Male, pitch: 2.54mm, 14POS"
1537,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_M_2X6,"CONN, HEADER, Male, pitch: 2.54mm, 12POS"
1538,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_M_2X5,"CONN, HEADER, Male, pitch: 2.54mm, 10POS"
1539,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_M_2X4,"CONN, HEADER, Male, pitch: 2.54mm, 8POS"
1540,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_M_2X3,"CONN, HEADER, Male, pitch: 2.54mm, 6POS"
1541,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_M_2X2,"CONN, HEADER, Male, pitch: 2.54mm, 4POS"
1542,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_M_2X1,"CONN, HEADER, Male, pitch: 2.54mm, 2POS"
1543,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_M_1X9,"CONN, HEADER, Male, pitch: 2.54mm, 9POS"
1544,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_M_1X8,"CONN, HEADER, Male, pitch: 2.54mm, 8POS"
1545,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_M_1X7,"CONN, HEADER, Male, pitch: 2.54mm, 7POS"
1546,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_M_1X6,"CONN, HEADER, Male, pitch: 2.54mm, 6POS"
1547,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_M_1X5,"CONN, HEADER, Male, pitch: 2.54mm, 5POS"
1548,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_M_1X4,"CONN, HEADER, Male, pitch: 2.54mm, 4POS"
1549,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_M_1X3,"CONN, HEADER, Male, pitch: 2.54mm, 3POS"
1550,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_M_1X2,"CONN, HEADER, Male, pitch: 2.54mm, 2POS"
1551,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_F_2X9,"CONN, HEADER, Female, pitch: 2.54mm, 18POS"
1552,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_F_2X8,"CONN, HEADER, Female, pitch: 2.54mm, 16POS"
1553,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_F_2X7,"CONN, HEADER, Female, pitch: 2.54mm, 14POS"
1554,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_F_2X6,"CONN, HEADER, Female, pitch: 2.54mm, 12POS"
1555,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_F_2X5,"CONN, HEADER, Female, pitch: 2.54mm, 10POS"
1556,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_F_2X4,"CONN, HEADER, Female, pitch: 2.54mm, 8POS"
1557,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_F_2X3,"CONN, HEADER, Female, pitch: 2.54mm, 6POS"
1558,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_F_2X2,"CONN, HEADER, Female, pitch: 2.54mm, 4POS"
1559,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_F_2X1,"CONN, HEADER, Female, pitch: 2.54mm, 2POS"
1560,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_F_1X9,"CONN, HEADER, Female, pitch: 2.54mm, 9POS"
1561,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_F_1X8,"CONN, HEADER, Female, pitch: 2.54mm, 8POS"
1562,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_F_1X7,"CONN, HEADER, Female, pitch: 2.54mm, 7POS"
1563,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_F_1X6,"CONN, HEADER, Female, pitch: 2.54mm, 6POS"
1564,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_F_1X5,"CONN, HEADER, Female, pitch: 2.54mm, 5POS"
1565,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_F_1X4,"CONN, HEADER, Female, pitch: 2.54mm, 4POS"
1566,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_F_1X3,"CONN, HEADER, Female, pitch: 2.54mm, 3POS"
1567,conn_header_2.54mm_st_smd_edge.SchLib,HDRSE_F_1X2,"CONN, HEADER, Female, pitch: 2.54mm, 2POS"
1568,conn_jackAV.SchLib,JACKA3.5SMD_35RASMT4BHNTRX,"Jack, Audio, Stereo, 3.5mm, RA, SMD"
1569,conn_jackAV.SchLib,JACKA3.5THD_SJ1-3535NG-PI,"Jack, Audio, Stereo, 3.5mm, RA, THD, Pink"
1570,conn_jackAV.SchLib,JACKA3.5THD_SJ1-3535NG-GR,"Jack, Audio, Stereo, 3.5mm, RA, THD, Green"
1571,conn_jackAV.SchLib,JACKA3.5THD_SJ1-3535NG-BE,"Jack, Audio, Stereo, 3.5mm, RA, THD, Blue"
1572,conn_jackAV.SchLib,JACKA2.5SMD_SJ1-2513-SMT,"Jack, Audio, Stereo, 2.5mm, RA, SMD"
1573,conn_jackAV.SchLib,JACKA3.5THD_SJ1-3535NG,"Jack, Audio, Stereo, 3.5mm, RA, THD, Black"
1574,conn_jackAV.SchLib,JACKA3.5SMD_STX-3500-5,"Jack, Audio, Stereo, 3.5mm, RA, SMD"
1575,conn_jackAV.SchLib,JACKA3.5SMD_STX-3500-4,"Jack, Audio, Stereo, 3.5mm, RA, SMD"
1576,conn_jackAV.SchLib,JACKA3.5SMD_STX-3500-3,"Jack, Audio, Stereo, 3.5mm, RA, SMD"
1577,conn_jackAV.SchLib,JACKA3.5SMD_PJ-340-SMD,"Jack, Audio, Stereo, 3.5mm, RA, THD"
1578,conn_jackAV.SchLib,JACKA3.5SMD_TSH-3865D,"Jack, Audio, Stereo, 3.5mm, RA, SMD"
1579,conn_jackAV.SchLib,JACKA3.5SMD_TSH-3864D,"Jack, Audio, Stereo, 3.5mm, RA, SMD"
1580,conn_jackAV.SchLib,JACKA3.5THD_TSH-3675,"Jack, Audio Phone, Stereo, 3.5mm, RA, THD"
1581,conn_jackAV.SchLib,JACKA3.5THD_STX-3000,"Jack, Audio, Stereo, 3.5mm, RA, THD"
1582,conn_jackAV.SchLib,JACKA3.5THD_SJ-43514,"Jack, Audio, Stereo, 3.5mm, RA, THD"
1583,conn_jackAV.SchLib,JACKA3.5SMD_SJ-43617,"Jack, Audio, Stereo, 3.5mm, RA, THD"
1584,conn_jackAV.SchLib,JACKA3.5THD_PJ-321B,"Jack, Audio, Stereo, 2.5mm, RA, SMD"
1585,conn_jackAV.SchLib,JACKA3.5THD_MJ-3502,"Jack, Audio, Mono, 3.5mm, RA, THD"
1586,conn_jackAV.SchLib,JACKA3.5THD_PJS-05,"Jack, Audio, Stereo, 3.5mm, RA, THD"
1587,conn_jackAV.SchLib,SPDIF_T_PLT237,"FIBER OPTIC TRANSMITTER IR, 25Mbps"
1588,conn_jackAV.SchLib,SPDIF_T_FCR684208T,"FIBER OPTIC TRANSMITTER IR, 16Mbps"
1589,conn_jackAV.SchLib,SPDIF_T_PLT133,"FIBER OPTIC TRANSMITTER IR, 16Mbps"
1590,conn_jackAV.SchLib,JACKA2.5SMD_PJ-237,"Jack, Audio, Stereo, 2.5mm, RA, SMD"
1591,conn_jackAV.SchLib,JACKV_RCA_RCJ-044,"Jack, RCA, VIDEO FEMALE, RA, THD, MONO, YELLOW"
1592,conn_jackAV.SchLib,JACKV_RCA_TRC,"Jack, RCA, VIDEO FEMALE, RA, THD"
1593,conn_jackAV.SchLib,CONNA3.5MM,"Conn, Audio, 3.5mm"
1594,conn_jackAV.SchLib,JACKV_RCA,"Jack, RCA, VIDEO FEMALE, RA, THD"
1595,conn_optic.SchLib,CONN_QSFP_38_SH,"CONN, QSFP PLUS (SFP+) RCPT 20POS R/A GOLD SMD"
1596,conn_optic.SchLib,CONN_SFP_20_SH,"CONN, SFP PLUS (SFP+) RCPT 20POS R/A GOLD SMD"
1597,conn_optic.SchLib,CONN_SFP_QUAD,Connector SFP+ 2X2
1598,conn_optic.SchLib,CONN_QSFP_38,"CONN, QSFP PLUS (SFP+) RCPT 20POS R/A GOLD SMD"
1599,conn_optic.SchLib,CONN_SFP_20,"CONN, SFP PLUS (SFP+) RCPT 20POS R/A GOLD SMD"
1600,conn_pcie_pci.SchLib,PCIE-164-02-F-D-EMS2,"PCI Express Edge Card Connector 1.00 mm, Edge Mount"
1601,conn_pcie_pci.SchLib,PCIE-064-02-F-D-EMS2,"PCI Express Edge Card Connector 1.00 mm, Edge Mount"
1602,conn_pcie_pci.SchLib,PCIE-164-02-F-D-TH,"PCI Express Edge Card Connector 1.00 mm, THD"
1603,conn_pcie_pci.SchLib,PCIE-164-02-F-D-RA,"PCI Express Edge Card Connector 1.00 mm, Right Angle"
1604,conn_pcie_pci.SchLib,PCIE-064-02-F-D-TH,"PCI Express Edge Card Connector 1.00 mm, THD"
1605,conn_pcie_pci.SchLib,PCIE-064-02-F-D-RA,"PCI Express Edge Card Connector 1.00 mm, Right Angle"
1606,conn_pcie_pci.SchLib,PCIE_SLOT_MINI_L,"CONN, PCIE LATCH, MINI, 2X26, SMT 0.8mm"
1607,conn_pcie_pci.SchLib,PCIE_BRACKET_LP,PC IO BOARD BRACKET
1608,conn_pcie_pci.SchLib,PCIE_SLOT_MINI,"CONN, PCIE SLOT, MINI, 2X26, SMT 0.8mm SP 1136H"
1609,conn_pcie_pci.SchLib,PCIE_EDGE_X16_LOCK,"PCIE, 16LANE, EDGE pcb connections"
1610,conn_pcie_pci.SchLib,PCIE_EDGE_X16,"PCIE, 16LANE, EDGE pcb connections"
1611,conn_pcie_pci.SchLib,PCIE_SLOT_X1,"CONN, PCI EXPRESS Slot, 36POS, VERT, THD"
1612,conn_pcie_pci.SchLib,PCIE_EDGE_X8,"PCIE, 8LANE, EDGE pcb connections"
1613,conn_pcie_pci.SchLib,PCIE_EDGE_X4,"PCIE, 4LANE, EDGE pcb connections"
1614,conn_pcie_pci.SchLib,PCIE_EDGE_X1,"PCIE, 1LANE, EDGE pcb connections"
1615,conn_pcie_pci.SchLib,PCIE_BRACKET,PC IO BOARD BRACKET
1616,conn_power.SchLib,CONN_ATXPWR_20_Breakout,"CONN, ATX POWER, 20 P, Molex Mini-Fit 4.2mm pitch"
1617,conn_power.SchLib,CONN_ATXPWR4242_10,"CONN, ATX POWER, 10 P"
1618,conn_power.SchLib,CONN_BNANASKT_RED,Banana socket long Red
1619,conn_power.SchLib,CONN_BNANASKT_BLK,Banana socket long black
1620,conn_power.SchLib,CONN_ATXPWR4242_8,"CONN, ATX POWER, 8 P"
1621,conn_power.SchLib,CONN_ATXPWR4242_6,"CONN, ATX POWER, 6 P"
1622,conn_power.SchLib,CONN_ATXPWR4242_4,"CONN, ATX POWER, 4 P"
1623,conn_power.SchLib,CONN_ATXPWR4242_2,"CONN, ATX POWER, 2 P"
1624,conn_power.SchLib,CONN_ATXPWR_20_R,"CONN, ATX POWER, 20 P, Molex Mini-Fit 4.2mm pitch"
1625,conn_power.SchLib,CONN_ATXPWR_6R,"CONN, ATX POWER, 6 P"
1626,conn_power.SchLib,CONN_ATXPWR_20,"CONN, ATX POWER, 20 P, Molex Mini-Fit 4.2mm pitch"
1627,conn_power.SchLib,CONN_ATXPWR_10,"CONN, ATX POWER, 10 P"
1628,conn_power.SchLib,CONN_ATXPWR_8,"CONN, ATX POWER, 8 P"
1629,conn_power.SchLib,CONN_ATXPWR_6,"CONN, ATX POWER, 6 P"
1630,conn_power.SchLib,CONN_ATXPWR_4,"CONN, ATX POWER, 4 P"
1631,conn_power.SchLib,CONN_ATXPWR_2,"CONN, ATX POWER, 2 P"
1632,conn_power.SchLib,AC_SKT_CEF_MP,"AC power Brass socket METAL PART of Type C, E, F"
1633,conn_power.SchLib,TABTERM_2P8,"Tab terminal FASTON 110, 2.8 mm width, 0.8 mm thickness"
1634,conn_power.SchLib,CONN_PWL_10,"Power Terminal 10pin,Header, 10-Pin"
1635,conn_power.SchLib,CONN_DDPWR4,"CONN, DP04PR IDE DISK DRIVE 4pin"
1636,conn_power.SchLib,CONN_PWL_9,"Power Terminal 9pin,Header, 9-Pin"
1637,conn_power.SchLib,CONN_PWL_8,"Power Terminal 8pin,Header, 8-Pin"
1638,conn_power.SchLib,CONN_PWL_7,"Power Terminal 7pin,Header, 7-Pin"
1639,conn_power.SchLib,CONN_PWL_6,"Power Terminal 6pin,Header, 6-Pin"
1640,conn_power.SchLib,CONN_PWL_5,"Power Terminal 5pin,Header, 5-Pin"
1641,conn_power.SchLib,CONN_PWL_4,"Power Terminal 4pin,Header, 4-Pin"
1642,conn_power.SchLib,CONN_PWL_3,"Power Terminal 3pin,Header, 3-Pin"
1643,conn_power.SchLib,CONN_PWL_2,"Power Terminal 2pin,Header, 2-Pin"
1644,conn_powerJack.SchLib,CONN_PWR_JACKS2.5_PJ-011,"CONN, PWR JACK DC, PLUG DIAM 2.5MM ST THD"
1645,conn_powerJack.SchLib,CONN_PWR_JACKR2_PJ-089AH,"CONN, PWR JACK DC, PLUG DIAM 2.0MM RA THD Shield"
1646,conn_powerJack.SchLib,CONN_PWR_JACKR2_PJ-079AH,"CONN, PWR JACK DC, PLUG DIAM 2.0MM RA THD Shield"
1647,conn_powerJack.SchLib,CONN_PWR_JACKR2_PJ-063AH,"CONN, PWR JACK DC, PLUG DIAM 2.0MM RA THD Shield"
1648,conn_powerJack.SchLib,CONN_PWR_JACKS2_PJ-065,"CONN, PWR JACK DC, PLUG DIAM 2.0MM ST THD"
1649,conn_powerJack.SchLib,CONN_PWR_JACKS2_PJ-011,"CONN, PWR JACK DC, PLUG DIAM 2.5MM ST THD"
1650,conn_powerJack.SchLib,CONN_PWR_JACKS2_PJ-005,"CONN, PWR JACK DC, PLUG DIAM 2.0MM ST THD"
1651,conn_powerJack.SchLib,CONN_PWR_JACKS2_DC-022,"CONN, PWR JACK DC, PLUG DIAM 2.0MM ST THD"
1652,conn_powerJack.SchLib,CONN_PWR_JACKS2.5_712A,"CONN, PWR JACK DC, PLUG DIAM 2.5MM ST THD"
1653,conn_powerJack.SchLib,CONN_PWR_JACKR2_PJ-066,"CONN, PWR JACK DC, PLUG DIAM 2.0MM THD"
1654,conn_powerJack.SchLib,CONN_PWR_JACKR2_PJ-003,"CONN, PWR JACK DC, PLUG DIAM 2.0MM RA THD"
1655,conn_powerJack.SchLib,CONN_PWR_JACKR2_L722RA,"CONN, PWR JACK DC, PLUG DIAM 2.0MM THD"
1656,conn_powerJack.SchLib,CONN_PWR_JACKR2_722RA,"CONN, PWR JACK DC, PLUG DIAM 2.0MM THD"
1657,conn_powerJack.SchLib,CONN_PWR_JACKS2_722A,"CONN, PWR JACK DC, PLUG DIAM 2.0MM ST THD"
1658,conn_powerJack.SchLib,CONN_PWR_JACKS2_721A,"CONN, PWR JACK DC, PLUG DIAM 2.1MM ST THD"
1659,conn_powerJack.SchLib,CONN_PWR_JACKR2_SMD,"CONN, PWR JACK, SMD  2.0mm x 6.3mm"
1660,conn_powerJack.SchLib,CONN_PWR_JACKR07,"CONN, PWR JACK DC, PLUG DIAM 0.7mm , RA THD"
1661,conn_powerJack.SchLib,CONN_PWR_KPJX4S,"CONN, PWR, KPJX-4S"
1662,conn_powerJack.SchLib,CONN_PWR_JACKR1,"CONN, PWR JACK DC, PLUG DIAM 1.0MM RA THD"
1663,conn_powerJack.SchLib,CONN_PWR_JACKR2,"CONN, PWR JACK DC, PLUG DIAM 2.0MM RA THD"
1664,conn_program.SchLib,CONN_JTAG_SITARA_20,"CONN, JTAG, SITARA ARM, 20P"
1665,conn_program.SchLib,CONN_AVR_PDI_HATTEL,"CONN, ISP, AVR, PDI_HATTEL"
1666,conn_program.SchLib,CONN_AVR_ISP_HATTEL,"CONN, ISP, AVR, HATTEL"
1667,conn_program.SchLib,CONN_JTAG_FPGA_14C,"CONN, JTAG, FPGA, 14P"
1668,conn_program.SchLib,CONN_AVR_ISP_IDC10,"CONN, ISP, AVR"
